date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:32	100/100	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:31%20GMT	https://www.greateasternretail.com/robots.txt		(from )
16:26:32	237220/237220	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:32%20GMT	https://www.greateasternretail.com/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/index.html	(from )
16:26:34	308/308	---M--	200	added ('OK')	image/png	date:Fri,%2014%20May%202021%2011:48:23%20GMT	https://d1kivxjtmxnd4.cloudfront.net//assets/favicon/favicon-16x16.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/assets/favicon/favicon-16x16.png	(from https://www.greateasternretail.com/)
16:26:34	10413/10413	---M--	200	added ('OK')	image/png	etag:%2228ad-5c9a541dd2b2e%22	https://www.greateasternretail.com/static/assets/img/great-eastern.png	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/static/assets/img/great-eastern.png	(from https://www.greateasternretail.com/)
16:26:35	165492/165492	---MCZ	200	added ('OK')	text/css	etag:W/%221b572a9df9f5645063b9bf4cb23933d2%22	https://d2afzgorr4mxtq.cloudfront.net/assets/css/bootstrap.min.css	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/css/bootstrap.min.css	(from https://www.greateasternretail.com/)
16:26:36	57423/57423	---M-Z	200	added ('OK')	text/css	etag:%22e04f-5c9a54367e26c-gzip%22	https://www.greateasternretail.com/static/ge_assets/bootstrap-icons/bootstrap-icons.min.css	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/static/ge_assets/bootstrap-icons/bootstrap-icons.min.css	(from https://www.greateasternretail.com/)
16:26:36	3190/3190	---MCZ	200	added ('OK')	text/css	etag:W/%2221bab034e641789a88a07cab87224e06%22	https://d2afzgorr4mxtq.cloudfront.net/assets/css/owl.carousel.min.css	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/css/owl.carousel.min.css	(from https://www.greateasternretail.com/)
16:26:36	864/864	---M--	200	added ('OK')	text/css	etag:%2230971ddd851976463ce00211acdca2c0%22	https://d2afzgorr4mxtq.cloudfront.net/assets/css/owl.theme.default.min.css	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/css/owl.theme.default.min.css	(from https://www.greateasternretail.com/)
16:26:36	52338/52338	---MCZ	200	added ('OK')	text/css	etag:W/%22696f24e36520b96074d18807b8983567%22	https://d2afzgorr4mxtq.cloudfront.net/assets/css/home.min.css	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/css/home.min.css	(from https://www.greateasternretail.com/)
16:26:36	78748/78748	---MCZ	200	added ('OK')	application/javascript	etag:W/%228831aa095cdec88f66c2e46c339cf352%22	https://d2afzgorr4mxtq.cloudfront.net/assets/js/bootstrap.bundle.min.js	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/js/bootstrap.bundle.min.js	(from https://www.greateasternretail.com/)
16:26:37	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%223e4bb227fb55271bfe9c9d4a09147bd8%22	https://d2afzgorr4mxtq.cloudfront.net/assets/js/jquery.js	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/js/jquery.js	(from https://www.greateasternretail.com/)
16:26:37	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f416f9031fef25ae25ba9756e3eb6978%22	https://d2afzgorr4mxtq.cloudfront.net/assets/js/owl.carousel.min.js	C:/Fitnesss/ashok_sir_pp/d2afzgorr4mxtq.cloudfront.net/assets/js/owl.carousel.min.js	(from https://www.greateasternretail.com/)
16:26:38	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2006%20Sep%202023%2010:56:37%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Fitnesss/ashok_sir_pp/www.googletagmanager.com/gtm.a5445.delayed	(from https://www.greateasternretail.com/)
16:26:39	197928/197928	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2006%20Sep%202023%2010:56:38%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Fitnesss/ashok_sir_pp/connect.facebook.net/en_US/fbevents.js	(from https://www.greateasternretail.com/)
16:26:40	146348/146348	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:39%20GMT	https://www.greateasternretail.com/store-locator	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/store-locator.html	(from https://www.greateasternretail.com/)
16:26:41	148082/148082	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:40%20GMT	https://www.greateasternretail.com/contact-us	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/contact-us.html	(from https://www.greateasternretail.com/)
16:26:41	168895/168895	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:40%20GMT	https://www.greateasternretail.com/e-catalogue	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/e-catalogue.html	(from https://www.greateasternretail.com/)
16:26:43	10413/10413	---M--	200	added ('OK')	image/png	date:Fri,%2014%20May%202021%2011:48:26%20GMT	https://d1kivxjtmxnd4.cloudfront.net/assets/img/great-eastern.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/assets/img/great-eastern.png	(from https://www.greateasternretail.com/)
16:26:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:42%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split	(from https://www.greateasternretail.com/)
16:26:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:43%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split/inverter	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split/inverter	(from https://www.greateasternretail.com/)
16:26:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:43%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split/non-inverter	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split/non-inverter	(from https://www.greateasternretail.com/)
16:26:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:43%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window	(from https://www.greateasternretail.com/)
16:26:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:43%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window/inverter	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window/inverter	(from https://www.greateasternretail.com/)
16:26:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:44%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window/non-inverter	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window/non-inverter.15.delayed	(from https://www.greateasternretail.com/)
16:26:47	351336/351336	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:45%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window/index.html	(from https://www.greateasternretail.com/)
16:26:47	997271/997271	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:44%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split/index.html	(from https://www.greateasternretail.com/)
16:26:47	314610/314610	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:45%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split/non-inverter/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split/non-inverter/index.html	(from https://www.greateasternretail.com/)
16:26:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:47%20GMT	https://www.greateasternretail.com/shop/air-conditioner	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner	(from https://www.greateasternretail.com/)
16:26:48	997885/997885	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:44%20GMT	https://www.greateasternretail.com/shop/air-conditioner/split/inverter/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/split/inverter/index.html	(from https://www.greateasternretail.com/)
16:26:48	315749/315749	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:47%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window/inverter/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window/inverter/index.html	(from https://www.greateasternretail.com/)
16:26:49	350888/350888	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:47%20GMT	https://www.greateasternretail.com/shop/air-conditioner/window/non-inverter/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/window/non-inverter/index.html	(from https://www.greateasternretail.com/)
16:26:49	1017186/1017186	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:47%20GMT	https://www.greateasternretail.com/shop/air-conditioner/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/air-conditioner/index.html	(from https://www.greateasternretail.com/)
16:26:50	11976/11976	---M--	200	added ('OK')	image/webp	date:Fri,%2014%20May%202021%2011:48:53%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(70)/images/Category_dropdown_12-03_yk77Yfp.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(70)/images/Category_dropdown_12-03_yk77Yfp.png	(from https://www.greateasternretail.com/)
16:26:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:50%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio	(from https://www.greateasternretail.com/)
16:26:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:50%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/speaker	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/speaker	(from https://www.greateasternretail.com/)
16:26:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:50%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/soundbar	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/soundbar	(from https://www.greateasternretail.com/)
16:26:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:51%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/music-system	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/music-system.1b.delayed	(from https://www.greateasternretail.com/)
16:26:52	574138/574138	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:50%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/index.html	(from https://www.greateasternretail.com/)
16:26:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:52%20GMT	https://www.greateasternretail.com/shop/home-entertainment/home-theater-systems	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/home-theater-systems	(from https://www.greateasternretail.com/)
16:26:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:52%20GMT	https://www.greateasternretail.com/shop/home-entertainment/home-theater-systems/51-channel	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/home-theater-systems/51-channel	(from https://www.greateasternretail.com/)
16:26:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:56:52%20GMT	https://www.greateasternretail.com/shop/home-entertainment	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment	(from https://www.greateasternretail.com/)
16:26:57	366073/366073	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:51%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/soundbar/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/soundbar/index.html	(from https://www.greateasternretail.com/)
16:26:57	418607/418607	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:51%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/speaker/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/speaker/index.html	(from https://www.greateasternretail.com/)
16:26:58	428210/428210	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:52%20GMT	https://www.greateasternretail.com/shop/home-entertainment/audio/music-system/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/audio/music-system/index.html	(from https://www.greateasternretail.com/)
16:26:58	368511/368511	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:53%20GMT	https://www.greateasternretail.com/shop/home-entertainment/home-theater-systems/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/home-theater-systems/index.html	(from https://www.greateasternretail.com/)
16:27:00	4158/4158	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:08:42%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(70)/images/Category_dropdown_12-09_PaXj7ue.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(70)/images/Category_dropdown_12-09_PaXj7ue.png	(from https://www.greateasternretail.com/)
16:27:00	368577/368577	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:58%20GMT	https://www.greateasternretail.com/shop/home-entertainment/home-theater-systems/51-channel/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/home-theater-systems/51-channel/index.html	(from https://www.greateasternretail.com/)
16:27:00	628360/628360	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:56:58%20GMT	https://www.greateasternretail.com/shop/home-entertainment/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/home-entertainment/index.html	(from https://www.greateasternretail.com/)
16:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:00%20GMT	https://www.greateasternretail.com/shop/televisions/led	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led.20.delayed	(from https://www.greateasternretail.com/)
16:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/smart	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/smart	(from https://www.greateasternretail.com/)
16:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/basic	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/basic	(from https://www.greateasternretail.com/)
16:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/uhd	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/uhd	(from https://www.greateasternretail.com/)
16:27:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/full-hd	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/full-hd	(from https://www.greateasternretail.com/)
16:27:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/hd-ready	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/hd-ready	(from https://www.greateasternretail.com/)
16:27:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:02%20GMT	https://www.greateasternretail.com/shop/televisions/oled	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/oled	(from https://www.greateasternretail.com/)
16:27:04	1076225/1076225	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:01%20GMT	https://www.greateasternretail.com/shop/televisions/led/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/index.html	(from https://www.greateasternretail.com/)
16:27:04	417605/417605	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:02%20GMT	https://www.greateasternretail.com/shop/televisions/led/smart/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/smart/index.html	(from https://www.greateasternretail.com/)
16:27:04	360710/360710	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:02%20GMT	https://www.greateasternretail.com/shop/televisions/led/basic/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/basic/index.html	(from https://www.greateasternretail.com/)
16:27:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:04%20GMT	https://www.greateasternretail.com/shop/televisions/oled/oled	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/oled/oled	(from https://www.greateasternretail.com/)
16:27:05	1048394/1048394	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:02%20GMT	https://www.greateasternretail.com/shop/televisions/led/uhd/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/uhd/index.html	(from https://www.greateasternretail.com/)
16:27:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:05%20GMT	https://www.greateasternretail.com/shop/televisions/qled	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/qled	(from https://www.greateasternretail.com/)
16:27:07	398948/398948	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:04%20GMT	https://www.greateasternretail.com/shop/televisions/oled/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/oled/index.html	(from https://www.greateasternretail.com/)
16:27:07	703847/703847	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:04%20GMT	https://www.greateasternretail.com/shop/televisions/led/full-hd/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/full-hd/index.html	(from https://www.greateasternretail.com/)
16:27:08	398640/398640	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:05%20GMT	https://www.greateasternretail.com/shop/televisions/oled/oled/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/oled/oled/index.html	(from https://www.greateasternretail.com/)
16:27:08	801670/801670	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:04%20GMT	https://www.greateasternretail.com/shop/televisions/led/hd-ready/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/led/hd-ready/index.html	(from https://www.greateasternretail.com/)
16:27:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:07%20GMT	https://www.greateasternretail.com/shop/televisions/qled/qled	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/qled/qled	(from https://www.greateasternretail.com/)
16:27:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:08%20GMT	https://www.greateasternretail.com/shop/televisions	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions	(from https://www.greateasternretail.com/)
16:27:09	389476/389476	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:07%20GMT	https://www.greateasternretail.com/shop/televisions/qled/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/qled/index.html	(from https://www.greateasternretail.com/)
16:27:09	389447/389447	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:08%20GMT	https://www.greateasternretail.com/shop/televisions/qled/qled/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/qled/qled/index.html	(from https://www.greateasternretail.com/)
16:27:10	1079020/1079020	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:08%20GMT	https://www.greateasternretail.com/shop/televisions/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/televisions/index.html	(from https://www.greateasternretail.com/)
16:27:11	5570/5570	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:08:42%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(70)/images/Category_dropdown_12-02_wC6sfYC.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(70)/images/Category_dropdown_12-02_wC6sfYC.png	(from https://www.greateasternretail.com/)
16:27:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:11%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading	(from https://www.greateasternretail.com/)
16:27:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:11%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/60-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/60-kgs	(from https://www.greateasternretail.com/)
16:27:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:11%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/72-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/72-kgs	(from https://www.greateasternretail.com/)
16:27:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:11%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/75-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/75-kgs	(from https://www.greateasternretail.com/)
16:27:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:12%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/160-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/160-kgs	(from https://www.greateasternretail.com/)
16:27:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:12%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/120-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/120-kgs	(from https://www.greateasternretail.com/)
16:27:14	314364/314364	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:12%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/60-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/60-kgs/index.html	(from https://www.greateasternretail.com/)
16:27:14	314364/314364	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:12%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/72-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/72-kgs/index.html	(from https://www.greateasternretail.com/)
16:27:14	705309/705309	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:12%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/index.html	(from https://www.greateasternretail.com/)
16:27:15	397925/397925	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:13%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/75-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/75-kgs/index.html	(from https://www.greateasternretail.com/)
16:27:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:14%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/110-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/110-kgs	(from https://www.greateasternretail.com/)
16:27:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:15%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/90-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/90-kgs	(from https://www.greateasternretail.com/)
16:27:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Sep%202023%2010:57:15%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/80-kgs	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/80-kgs	(from https://www.greateasternretail.com/)
16:27:16	314370/314370	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:14%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/160-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/160-kgs/index.html	(from https://www.greateasternretail.com/)
16:27:16	314370/314370	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:14%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/120-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/120-kgs/index.html	(from https://www.greateasternretail.com/)
16:27:16	314370/314370	---MCZ	200	added ('OK')	text/html	date:Wed,%2006%20Sep%202023%2010:57:15%20GMT	https://www.greateasternretail.com/shop/washing-machine/top-loading/110-kgs/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/shop/washing-machine/top-loading/110-kgs/index.html	(from https://www.greateasternretail.com/)
