date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:49:05	22738/22738	---M--	200	added ('OK')	image/webp	date:Mon,%2031%20Jul%202023%2007:19:57%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_AOxDGWe.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/1_AOxDGWe.jpg	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:07	9170/9170	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2010:55:56%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/2_zW3se3O.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/2_zW3se3O.jpg	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:10	8668/8668	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2010:55:56%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/3_CafwtEQ.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/3_CafwtEQ.jpg	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:12	9026/9026	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2010:55:56%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/4_IdciVHd.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/4_IdciVHd.jpg	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:14	1128/1128	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:05:43%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/1_HZjs4bX.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/1_HZjs4bX.jpg	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:15	14784/14784	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:05:43%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_HZjs4bX.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/1_HZjs4bX.jpg	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:17	9318/9318	---M--	200	added ('OK')	image/webp	date:Fri,%2022%20Oct%202021%2010:01:11%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/LG_43LM5760_2.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/LG_43LM5760_2.jpg	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:19	1654/1654	---M--	200	added ('OK')	image/webp	date:Fri,%2022%20Oct%202021%2010:01:11%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/LG_43LM5760_3.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/LG_43LM5760_3.jpg	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:12%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/index9cc5.html	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:19%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/indexbf5e.html	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:19%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/indexbf5e.html	(from https://www.greateasternretail.com/product/1214/lg-43lm5760ptc-43-inch-full-hd-smart-led-tv/)
17:49:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:12%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/index9cc5.html	(from https://www.greateasternretail.com/product/357/panasonic-103-cm-42-inches-full-hd-smart-android-led-tv-th-42js660dx-black/)
17:49:29	20240/20240	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Jun%202021%2014:01:04%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/1_IGxT1PP.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/1_IGxT1PP.jpg	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:33	110584/110584	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Jun%202021%2014:01:04%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_IGxT1PP.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/1_IGxT1PP.jpg	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:35	18642/18642	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Jun%202021%2014:01:04%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/2_yLM18nT.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/2_yLM18nT.jpg	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:39	125556/125556	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Jun%202021%2014:01:04%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/3_2uJoaP7.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/3_2uJoaP7.jpg	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:41	130730/130730	---M--	200	added ('OK')	image/webp	date:Fri,%2018%20Jun%202021%2014:01:04%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/4_FmuAMgh.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/4_FmuAMgh.jpg	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:42	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:41%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/583/samsung-ua43t5500-43-led/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/index0560.html	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:42	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:41%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/583/samsung-ua43t5500-43-led/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/index0560.html	(from https://www.greateasternretail.com/product/583/samsung-ua43t5500-43-led/)
17:49:43	950/950	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2012:59:19%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/1_Rr79MRs.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/1_Rr79MRs.jpg	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:45	14620/14620	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2012:59:19%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_Rr79MRs.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/1_Rr79MRs.jpg	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:47	19708/19708	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2007:18:22%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/2_jwrmzs1.jpeg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/2_jwrmzs1.jpeg	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:49	1580/1580	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2007:18:22%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/3_MlPhnN5.jpeg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/3_MlPhnN5.jpeg	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:51	2278/2278	---M--	200	added ('OK')	image/webp	date:Mon,%2014%20Jun%202021%2007:18:22%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/4_pV7ycbj.jpeg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/4_pV7ycbj.jpeg	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:52	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:51%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/index53b8.html	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:52	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:19:51%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/index53b8.html	(from https://www.greateasternretail.com/product/141/haier-109-cm-43-inch-full-hd-led-smart-android-tv-le43k6600ga/)
17:49:53	776/776	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:26:11%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/1_73C8NJT.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/1_73C8NJT.jpg	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:49:58	233416/233416	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:26:11%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/1_73C8NJT.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/1_73C8NJT.jpg	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:49:59	49534/49534	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:26:12%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/2_TEHWvSX.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/2_TEHWvSX.jpg	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:50:03	264212/264212	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:26:13%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/3_HTEDr9T.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/3_HTEDr9T.jpg	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:50:06	266170/266170	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:26:15%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/4_HuvO64V.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/4_HuvO64V.jpg	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:50:07	8152/8152	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/Sony_32W672G_1_FxxFwsr.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/Sony_32W672G_1_FxxFwsr.png	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:09	19978/19978	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_1_FxxFwsr.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_1_FxxFwsr.png	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:11	2526/2526	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_2_LusdRqd.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_2_LusdRqd.jpg	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:13	18600/18600	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_3_1DMviyn.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_3_1DMviyn.png	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:16	21792/21792	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_4_PQzsFrb.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_4_PQzsFrb.png	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:18	5414/5414	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_5_JEt27dh.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_5_JEt27dh.jpg	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:20	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:05%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/indexc8bd.html	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:50:20	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:05%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/indexc8bd.html	(from https://www.greateasternretail.com/product/125/sony-bravia-108-cm-43-inches-full-hd-smart-led-tv-43w6600-black-2020-model/)
17:50:20	5746/5746	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_6_DaK3MbY.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_6_DaK3MbY.jpg	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:22	11448/11448	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_7_V8HvzGI.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_7_V8HvzGI.jpg	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:24	16760/16760	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_8_r2sWLVC.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_8_r2sWLVC.jpg	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:25	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:24%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/indexe367.html	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:25	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:24%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/indexe367.html	(from https://www.greateasternretail.com/product/126/sony-bravia-108-cm-43-inches-full-hd-led-smart-tv-klv43w672g-black/)
17:50:27	1120/1120	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jul%202021%2011:21:59%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/LG_43LM6360_1.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/LG_43LM6360_1.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:33	313496/313496	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jul%202021%2011:21:59%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/LG_43LM6360_1.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/LG_43LM6360_1.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:36	189728/189728	---M--	200	added ('OK')	image/webp	date:Mon,%2026%20Jul%202021%2011:21:58%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/LG_43LM6360_2.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/LG_43LM6360_2.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:39	312884/312884	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:30:29%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/2_VV7tqUD.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/2_VV7tqUD.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:41	75918/75918	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:30:29%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/3_EsnYSB6.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/3_EsnYSB6.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:43	10856/10856	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:30:30%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/4_wUsbODV.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/4_wUsbODV.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:45	16222/16222	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Jun%202022%2011:30:30%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/5_hKRHuJH.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/5_hKRHuJH.jpg	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:46	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:45%20GMT	https://www.greateasternretail.com/oauth/login/facebook/?next=/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/facebook/index6ae4.html	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:46	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2006%20Sep%202023%2012:20:45%20GMT	https://www.greateasternretail.com/oauth/login/google-oauth2/?next=/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/	C:/Fitnesss/ashok_sir_pp/www.greateasternretail.com/oauth/login/google-oauth2/index6ae4.html	(from https://www.greateasternretail.com/product/750/lg-108-cm-43-inches-full-hd-smart-led-tv-43lm6360ptb-dark-iron-gray/)
17:50:47	8152/8152	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net//filters:format(webp)/filters:quality(50)/fit-in/60x60/images/Sony_32W672G_1_rGJfJ0w.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/filters_quality(50)/fit-in/60x60/images/Sony_32W672G_1_rGJfJ0w.png	(from https://www.greateasternretail.com/product/127/sony-bravia-125-cm-50-inches-full-hd-led-smart-tv-klv50w672g-black-2019-model/)
17:50:49	19978/19978	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_1_rGJfJ0w.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_1_rGJfJ0w.png	(from https://www.greateasternretail.com/product/127/sony-bravia-125-cm-50-inches-full-hd-led-smart-tv-klv50w672g-black-2019-model/)
17:50:51	2526/2526	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_2_rt3gyWj.jpg	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_2_rt3gyWj.jpg	(from https://www.greateasternretail.com/product/127/sony-bravia-125-cm-50-inches-full-hd-led-smart-tv-klv50w672g-black-2019-model/)
17:50:53	18600/18600	---M--	200	added ('OK')	image/webp	date:Sat,%2017%20Apr%202021%2014:09:00%20GMT	https://d1kivxjtmxnd4.cloudfront.net/filters:format(webp)/images/Sony_32W672G_3_wzbT3pR.png	C:/Fitnesss/ashok_sir_pp/d1kivxjtmxnd4.cloudfront.net/filters_format(webp)/images/Sony_32W672G_3_wzbT3pR.png	(from https://www.greateasternretail.com/product/127/sony-bravia-125-cm-50-inches-full-hd-led-smart-tv-klv50w672g-black-2019-model/)
